SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,S,AFT
31.22,23.55,8.67,15.66,4.26,1.18,1.13,11.57,0.96,0.59,0.7,1230
42.83,22,20.75,4.25,1.34,0.39,1.51,4.84,1.04,0.37,1.18,1300
34.22,14.46,13.89,20.78,5.87,0.91,0.66,7.38,0.97,0.36,0.24,1290
43.7,16.54,8.99,9.02,2.7,3.6,1.12,13.01,0.5,0.27,0.78,1200
44.6,19.1,9.2,7.5,3.04,2.12,1.23,5.43,0.77,0.231,0.69,1250
52.64,23.32,9.26,3.53,2.33,1.08,2.16,3.44,0.93,0.48,0.48,1480
44.28,22.7,14.27,5.63,3.13,2.09,1.97,4.52,0.78,0.62,2,1250
39.81,26.52,15.14,4.97,2.89,0.71,1.33,5.19,1.58,0.44,1.02,1290
31.06,10.37,17.22,21.94,11.16,0.78,0.9,4.72,0.74,0.36,0.17,1360
31.4,10.63,16.2,21.23,11.36,0.72,0.89,5.85,0.68,0.21,0.19,1320
55.1,23.91,8.03,3.56,2.24,0.64,1.68,2.98,0.91,0.55,0.47,1500
30.82,11.87,24.76,16.58,3.47,0.23,0.75,9.41,0.36,0.43,0.58,1200
51.31,30.29,10.28,2.41,0.59,0.41,0.87,2.32,0.85,0.12,0.72,1520
44.33,22.65,14.02,5.55,3.19,2.22,2.06,4.53,0.72,0.68,1.77,1250
31.79,10.57,16.54,20.19,11.52,0.7,0.98,5.57,0.76,0.29,0.18,1300
29.53,10.43,28.45,18.13,6.39,0.19,0.37,5.23,0.44,0.32,0.13,1230
30.93,12.04,16.39,19.04,13.38,0.8,1,4.33,0.72,0.33,0.16,1370
53.22,25.62,7.89,3.78,1.85,0.88,1.81,2.61,0.92,0.53,0.48,1500
44.24,22.23,14.76,5.05,3.12,2.05,2.03,4.55,0.99,0.57,1.95,1250
28.36,12.24,15.63,23.72,11.86,1.04,1.09,4.09,0.76,0.25,0.2,1340
53.33,24.67,9.05,2.94,1.57,0.82,1.5,3.49,1.02,0.51,0.49,1500
41.81,14.52,11,14.71,5.5,0.72,0.67,9.55,0.83,0.42,0.19,1240
44.31,35.64,10.7,2.35,0.78,0.69,0.59,3,1.23,0.1,0.73,1490
45.5,22.06,14.25,5.27,3.16,2,2.37,4.45,0.8,0.68,2.07,1260
28.37,10.64,17.51,21.86,11.41,0.97,0.87,6.43,0.68,0.23,0.21,1350
28.74,12.3,24.08,18.1,7.97,0.21,0.59,5.62,0.67,0.57,0.13,1230
29.38,11.41,15.66,21.12,12.26,1.16,0.99,6.13,0.71,0.28,0.2,1320
28.87,11.26,15.24,23.53,12.24,1.2,0.89,4.84,0.66,0.21,0.18,1340
33.86,12.64,12.89,22.17,5.21,1.38,0.57,9.52,0.91,0.34,0.22,1320
44.07,22.08,14.04,5.63,3.13,2.99,2.12,4.53,0.75,0.61,2.15,1250
50.1,24.55,11.78,2.5,3.91,0.4,0.55,3.71,0.95,0.96,0.69,1440
29.14,13.03,17.22,20.91,10.63,1.32,0.98,4.89,0.26,0.22,0.18,1340
40.27,14.64,11.55,10.35,3.13,4.28,1.13,12.8,1,0.26,0.76,1230
28.93,13.31,16.49,22.41,10.68,0.8,0.88,4.72,0.62,0.23,0.18,1330
29.11,12.71,16.49,21,11.69,1.8,0.96,4.42,0.63,0.23,0.16,1340
29.18,11.24,29.23,16.46,6.71,0.2,0.38,5.43,0.51,0.29,0.13,1230
33.32,12.28,12.05,27.22,5.32,0.8,0.53,6.39,0.85,0.4,0.3,1260
29.14,10.95,16.89,22.17,11.37,1.29,0.96,5.31,0.6,0.21,0.18,1340
41.51,17.02,9.5,9.97,2.7,4.79,0.93,12.2,0.46,0.27,0.64,1150
28.05,11.13,17.51,22.63,11.22,1.47,0.69,5.47,0.57,0.19,0.17,1340
28.56,10.52,15.43,22.5,12.26,1.92,0.99,6.48,0.55,0.18,0.2,1330
43.41,17.24,11.48,10.02,2.9,4.45,1.07,7.74,0.78,0.18,0.59,1180
29.35,10.37,28.47,18.02,6.59,0.21,0.46,5.39,0.53,0.27,0.14,1230
53.92,24.1,11.49,1.65,0.59,0.49,0.26,4.98,1.48,0.51,0.7,1430
34.25,13.15,12.63,22.49,5.46,1.22,0.81,8.14,0.95,0.38,0.3,1320
27.52,10.51,17.91,24.17,10.63,0.75,0.76,5.89,0.52,0.19,0.16,1330
27.65,10.2,16.23,23.69,12.45,1.29,0.94,5.58,0.55,0.21,0.18,1330
44.18,22.3,14.05,5.43,3.14,2.51,2.22,4.25,0.94,0.67,2.3,1280
27.28,11.65,15.67,22.68,12.12,1.88,0.82,5.82,0.64,0.21,0.18,1340
37.17,18.53,13.98,10.79,3.13,1.05,1.24,12.14,0.7,0.4,0.75,1210
40.2,18.1,11.8,9.98,4.96,4.74,1.03,8.05,0.61,0.36,0.8,1180
43.5,12.88,12.65,10.5,3.8,3.23,0.97,11.14,0.67,0.19,0.8,1210
33.42,14.68,13.24,20.43,5.64,1.42,0.86,8.65,0.7,0.4,0.29,1270
44.2,22.31,14.01,5.58,3.12,2.32,2.17,4.51,0.71,0.68,2.3,1270
26.23,14.47,41.87,4.81,2.26,0.34,1.02,6.72,0.53,0.42,0.46,1280
41.42,15.1,10.8,10.3,5.1,4.9,0.66,9.15,0.62,0.41,0.72,1180
41.42,15.1,10.8,10.3,5.1,4.9,0.66,9.15,0.62,0.41,0.77,1240
40.47,21.21,11.69,7.45,3.37,1.12,1.42,10.52,1.7,0.42,0.9,1250
44.08,22.24,14.62,5.5,3.11,2.29,2.11,4.32,0.71,0.67,2.25,1280
29.08,12.19,17.01,20.62,11.58,1.44,1.08,5.07,0.8,0.22,0.16,1370
28.35,12.26,14.35,23.4,11.61,1.74,0.88,5.8,0.67,0.22,0.16,1340
50.02,29.76,7.26,5.42,1.65,0.58,0.73,2.44,1.04,0.89,0.66,1390
39.7,14,11.3,11.9,4.44,4.85,0.78,11.05,1,0.52,0.84,1160
29.71,10.24,15.25,22.22,13.1,1.29,1.03,5.66,0.46,0.21,0.14,1260
44.18,22.17,14.34,5.38,3.2,2.16,2.15,4.68,0.7,0.68,2.38,1260
29.29,12.04,15.85,22.1,10.05,1.95,0.9,6.5,0.55,0.19,0.16,1270
24.55,11.64,40.47,6.93,2.86,0.5,0.76,9.68,0.67,0.46,0.48,1270
42,12.4,11,11.43,5.5,3.83,0.8,11.14,0.9,0.56,0.92,1190
51.15,28.77,7.88,4.35,1.05,0.51,0.68,3.15,0.89,0.77,0.52,1400
28.03,9.83,26.92,18.82,8.78,0.23,0.63,5.52,0.4,0.32,0.15,1220
27.58,11.52,16.83,22.62,12.13,1.24,0.98,5.82,0.55,0.2,0.16,1300
48.45,32.2,6.86,5.32,2.23,0.55,0.82,1.22,0.95,0.75,0.55,1410
50.36,28.54,5.78,6.89,2.58,0.58,0.76,1.58,1.25,0.78,0.42,1360
25.78,10.87,44.87,5.24,2.56,0.19,0.71,7.63,0.85,0.45,0.61,1250
27.92,12.54,16.91,21.89,10.84,1.26,0.99,5.91,0.57,0.22,0.18,1300
27.19,10.54,25.74,19.09,10.64,0.21,0.56,4.47,0.75,0.31,0.14,1220
44.13,22.37,14.22,5.52,3.15,2.16,2.64,4.18,0.69,0.65,2.38,1260
51.18,29.91,5.29,6.83,2.1,0.42,0.44,2.31,0.63,0.48,0.48,1360
43.83,22.75,14.18,5.66,3.14,2.2,2.15,4.56,0.56,0.68,2.18,1280
41.28,31.75,5.14,9.67,1.9,2.33,0.44,4.36,1.3,0.3,0.78,1370
34.08,12.46,12.02,22.7,7.05,0.96,0.45,7.77,0.72,0.39,0.24,1260
39.6,12.9,11.2,11.15,6.18,3.46,0.87,13.29,0.51,0.28,0.82,1210
26.93,11.76,16.78,22.86,11.4,1.78,0.93,5.59,0.81,0.19,0.16,1270
40.95,20.91,11.01,7.24,3.59,1.25,1.97,11.14,1.11,0.4,0.67,1300
29.44,12.21,16.89,21.51,11.14,1.74,0.92,4.48,0.57,0.21,0.13,1280
29.45,11.4,16.65,22.34,11.12,1.74,0.93,4.59,0.67,0.19,0.12,1250
37.5,18.53,16.04,6.19,3.48,0.35,1.11,14.81,0.89,0.43,0.7,1250
44.37,15.1,10.43,8.28,2.29,4.65,0.72,12.54,0.64,0.27,0.71,1200
28.34,10.56,25.67,18.23,9.77,0.23,0.61,5.12,0.67,0.17,0.15,1180
69.6,20.3,3.44,1.72,0.93,0.36,1.1,0.92,1,0.27,0.52,1550
27.46,10.31,26.08,19.11,10.53,0.23,0.58,4.53,0.65,0.1,0.15,1200
30.96,13.12,17.28,21.22,8.54,1.9,0.86,4.74,0.61,0.17,0.14,1230
47.21,19.97,8.75,6.38,2.78,0.94,1.5,9.74,0.67,0.27,0.68,1280
44.52,22.95,14.23,5.01,3.12,2.05,2.5,4.12,0.64,0.67,2.22,1270
45.82,18.16,9.1,9.71,2.64,5.4,1.06,6.33,0.88,0.26,0.61,1200
40.96,16.77,12.09,7.27,3.6,1.08,1.52,14.89,0.82,0.37,0.41,1210
29.1,11.42,16.26,21.26,11.74,1.21,0.93,6.3,0.74,0.17,0.13,1230
29.84,12.82,17.86,20.7,10.08,1.14,0.73,5.4,0.42,0.17,0.12,1250
53.3,17.68,9.68,3.25,1.45,1.83,1.17,9.05,0.76,0.27,0.81,1260
29.05,13.09,16.67,20,11.2,1.95,1.02,5.29,0.63,0.17,0.13,1250
44.06,22.9,14.75,5.12,3.11,2.01,2.45,4.14,0.56,0.68,2.36,1260
48.73,20.5,8.7,5.44,3.84,0.64,1.39,8.57,0.82,0.44,0.84,1260
28.83,13.08,16.25,19.99,11.34,1.62,1.02,6.07,0.64,0.19,0.16,1240
29.21,11.24,25.23,17.91,9.08,0.19,0.65,5.21,0.67,0.15,0.14,1180
34.91,12.71,12.82,20.31,5.74,1.06,0.67,9.94,0.84,0.45,0.16,1330
27.82,12.4,17.91,19.94,11.59,1.91,0.91,5.99,0.62,0.18,0.11,1280
45.52,18.12,9.99,7.46,5.12,1.24,1.44,9.38,0.78,0.3,0.63,1260
54.21,27.01,5.89,3.11,2.51,2.21,0.68,1.92,1.15,0.96,0.77,1490
28.86,12.62,16.45,19.94,12.34,1.01,0.85,6.26,0.48,0.18,0.16,1270
28.3,11.47,25.8,17.86,9.24,0.19,0.68,5.16,0.73,0.1,0.16,1210
22.92,11.52,33.51,7.6,3.5,1.43,1.93,14.55,1.04,0.49,0.42,1290
29.96,11.99,16.83,19.83,10.77,1.18,1.03,6.53,0.59,0.18,0.14,1260
29.32,12.21,14.68,20.73,12.36,1.05,1.01,7.09,0.57,0.19,0.15,1260
48.06,18.58,11.44,4.49,2.66,1.52,1.5,9.4,0.75,0.28,1.04,1280
29.94,10.8,15.24,22.4,11.09,1.74,0.97,6.48,0.57,0.18,0.16,1250
27.71,12.01,26.09,17.84,9.52,0.21,0.54,4.9,0.61,0.12,0.13,1200
28.49,12.6,16.24,19.96,11.47,1.94,1.08,6.43,0.59,0.22,0.17,1260
77.7,16.1,2.64,0.64,0.36,0.1,0.7,0.42,0.7,0.13,0.54,1560
28.81,13.22,16.21,20.65,11.5,1.23,0.98,5.72,0.6,0.22,0.16,1250
28.51,12.33,25.84,17.65,8.28,0.21,0.62,5.19,0.7,0.16,0.16,1200
25.89,15.97,15.99,19.41,8.16,1.18,0.94,10.12,0.76,0.3,0.16,1250
34.74,12.97,12.8,22.62,5.89,0.82,0.39,8.04,0.79,0.4,0.2,1300
29.11,11.85,16.11,20.68,11.55,1.11,0.93,6.93,0.59,0.19,0.16,1240
54,21,6.4,4.3,1.84,0.81,2.7,3.88,0.9,0.84,0.45,1421
44.75,22.53,14.05,4.94,3.13,2.11,2.42,4.11,0.96,0.64,2.15,1260
48.18,19.82,11.74,4.95,2.62,1.52,1.49,8.26,0.8,0.32,1.06,1280
27.14,12.53,26.63,18.01,8.54,0.19,0.61,5.08,0.67,0.1,0.15,1190
44.37,22.94,14.08,4.95,3.12,2.24,2.2,4.17,0.82,0.67,2.25,1270
79.8,16.4,1.94,0.12,0.08,0.05,0.31,0.05,0.64,0.04,0.77,1560
29.64,11.97,16.24,21.48,10.67,1.28,0.94,6.15,0.58,0.21,0.16,1250
29.62,11.73,16.39,21.26,10.75,1.26,0.93,6.18,0.61,0.21,0.16,1240
29.38,11.61,16.32,20.87,11.24,1.21,0.91,6.63,0.59,0.2,0.15,1250
29.3,11.53,16.1,21.37,11.31,1.63,0.94,6,0.6,0.2,0.14,1220
27.23,12.68,26.37,17.81,8.49,0.21,0.63,5.15,0.6,0.13,0.13,1190
44.33,19.07,12.37,8.88,2.29,4.64,1.21,5.56,0.85,0.26,0.76,1190
32.02,15.05,13.04,21.26,8.98,1.52,0.99,5.74,0.49,0.18,0.15,1240
44.81,22.87,14.07,4.64,3.13,2.13,2.35,4.18,0.77,0.66,2.19,1260
34.71,12.68,11.21,22.86,6.66,0.81,0.46,9.11,0.67,0.32,0.19,1300
44.91,22.85,14.09,4.68,3.08,2.02,2.47,4.07,0.85,0.64,2.09,1320
27.85,12.24,25.73,18.08,8.61,0.21,0.79,5.21,0.76,0.16,0.11,1200
29.93,14.81,13.78,20.62,10.28,1.81,0.98,6.23,0.61,0.21,0.17,1260
27.47,12.31,25.81,18.55,8.48,0.2,0.66,5.23,0.7,0.19,0.14,1190
46.59,15.92,10.79,7.05,2.92,4.68,1.08,9.42,0.62,0.26,0.73,1190
44.62,22.53,14.11,4.68,3.16,2.18,2.49,4.38,0.82,0.66,2.29,1300
27.98,11.73,14.83,22.88,11.21,1.51,0.93,7.22,0.63,0.16,0.16,1270
29.8,12.01,17.03,21.33,10.21,1.41,1,5.66,0.68,0.17,0.16,1270
29.56,10.93,17.33,21.87,10.42,1.46,0.95,5.73,0.67,0.18,0.14,1260
43.9,22.14,14.03,5.73,3.13,2.02,2.41,4.63,0.83,0.79,2.31,1260
28.88,10.76,17.16,23,10.12,1.71,1.03,5.89,0.57,0.16,0.16,1270
26.43,12.33,26.54,18.31,9.4,0.16,0.63,4.81,0.69,0.17,0.13,1200
30.05,11.55,15.12,21.51,10.85,1.42,0.99,6.91,0.6,0.16,0.17,1250
34.77,12.3,12.93,22.76,5.76,0.59,0.55,9.01,0.48,0.39,0.27,1260
29.47,12.01,15.99,20.91,11.2,1.37,0.99,6.32,0.56,0.17,0.14,1260
44.76,22.78,14.7,4.92,2.56,2.35,2.69,3.39,0.97,0.73,2.38,1260
29.68,12.17,25.28,17.05,7.61,0.18,0.82,5.76,0.79,0.14,0.16,1200
29.02,12.33,17.21,22.02,10.08,1.38,1,5.14,0.56,0.16,0.14,1270
46.35,24.44,11.08,5.2,3.65,0.98,2.1,4.15,1.1,0.42,0.81,1260
28.73,11.29,17.26,22.18,10.14,1.63,1.05,6.3,0.57,0.17,0.17,1270
27.86,10.57,16.64,22.81,10.34,1.73,0.98,7.54,0.58,0.17,0.13,1280
44.24,22.05,14.17,5.25,3.12,2.37,2.59,3.69,0.92,0.56,2.21,1250
26.43,16.15,24.8,16.87,7.85,0.23,0.65,5.07,0.59,0.52,0.14,1220
29.6,11.23,17.45,19.11,11.34,1.98,1.09,6.37,0.5,0.19,0.14,1300
29.12,11.49,17.07,20.37,10.56,1.95,0.92,6.61,0.58,0.19,0.14,1270
27.28,10.31,16.52,22.44,11.67,1.97,0.92,6.98,0.57,0.18,0.14,1280
28.63,12.16,17.29,21.38,9.88,1.95,0.97,5.9,0.56,0.18,0.14,1250
34.64,12.91,12.94,21.01,5.9,0.87,0.37,9.61,0.83,0.48,0.2,1320
28.69,10.3,16.84,20.89,8.92,2.37,0.7,9.21,0.77,0.36,0.14,1290
39.02,17.97,12.65,9.02,4.79,1.8,1.33,11.74,0.66,0.38,1.01,1260
29.47,10.98,15.65,21.08,11.28,1.86,0.98,7.08,0.56,0.17,0.14,1260
32.9,13.57,14.91,19.13,9.32,1.96,1.17,5.46,0.68,0.18,0.16,1270
32.32,13.31,15.79,18.97,9.54,1.89,1.12,5.13,0.67,0.17,0.16,1240
32.2,11.58,14.67,20.33,10.4,2.95,1.14,5.43,0.57,0.2,0.14,1250
42.19,16.1,10.37,7.87,2.99,4.86,1.32,12.65,0.65,0.27,0.66,1190
30.22,12.29,15.38,20.74,10.18,1.93,0.95,6.72,0.59,0.18,0.14,1250
42.97,16.61,10.82,10.02,2.64,4.42,1.37,9.48,0.71,0.27,0.58,1200
28.46,11.78,15.86,22.98,11.76,0.71,0.99,5.78,0.53,0.2,0.15,1270
29.54,12.64,15.78,21.65,10.52,1.13,0.97,5.87,0.53,0.22,0.14,1270
31.39,11.66,17.02,19.11,10.9,0.88,1.01,6.04,0.62,0.18,0.15,1250
46.57,22.78,14.11,5.75,2.06,1.43,2.78,2.28,1.26,0.76,2.09,1280
30.63,12.18,16.71,20.27,10.82,0.9,0.98,5.97,0.58,0.19,0.14,1260
28.17,11.42,25.49,18.01,9.35,0.19,0.61,5.47,0.7,0.14,0.13,1200
26.18,11.69,17.29,23.11,12.62,0.47,0.78,6.16,0.59,0.19,0.14,1230
26.88,11.11,16.1,23.67,12.66,0.61,0.91,6.6,0.58,0.18,0.14,1260
42.8,15.95,12.78,8.5,2.35,4.95,1.1,10.16,0.61,0.28,0.7,1220
28.79,11.31,15.78,23.15,11.2,0.42,0.94,6.62,0.58,0.18,0.14,1250
34.77,14.71,10.56,22.49,5.02,0.83,0.37,9.87,0.81,0.27,0.2,1230
36.54,19.58,13.01,8.19,3.9,2.4,1.16,12.85,0.92,0.56,0.93,1270
45.86,25.31,13.71,4.19,1.97,2.27,2.49,1.86,0.98,0.76,2.31,1260
30.87,11.59,16.89,22.54,9.96,0.41,0.99,5.2,0.56,0.16,0.15,1250
33.75,12.28,16.29,18.92,9.52,0.56,1.01,6.08,0.56,0.19,0.14,1240
28.14,12.16,24.93,18.21,9.09,0.18,0.68,5.32,0.74,0.13,0.13,1230
28.38,12.48,24.51,18.19,9.26,0.22,0.68,4.83,0.75,0.13,0.13,1210
31.25,12.75,17.54,18.6,11.22,0.4,0.85,5.65,0.6,0.17,0.14,1260
27.01,10.67,17.5,24.31,12.22,0.3,0.74,5.33,0.53,0.17,0.14,1280
44.5,16.15,12.1,8.66,3.06,4.05,1.08,8.85,0.78,0.27,0.93,1250
45.82,25.33,12.82,4.22,2.28,2.48,2.55,2.57,0.91,0.79,1.86,1250
27.28,11.01,16.18,23.91,12.82,0.35,0.78,6.07,0.56,0.18,0.14,1280
45.69,16.13,9.98,8.41,2.38,4.49,1.06,10.15,0.81,0.28,0.76,1240
28.15,12.9,24.74,18.22,8.91,0.18,0.61,4.79,0.67,0.12,0.13,1210
46.35,24.51,12.65,4.58,2.16,2.42,2.33,2.92,1.12,0.79,1.97,1210
29.21,11.27,16.31,23.41,11.01,0.25,0.82,6.4,0.57,0.18,0.16,1270
28.29,10.48,17.15,23.37,11.78,0.45,0.88,6.13,0.59,0.19,0.15,1270
34.31,12.38,17.35,18.53,8.96,0.37,0.94,5.59,0.63,0.18,0.14,1230
34.69,12.66,12.64,22.17,5.94,0.72,0.36,8.81,0.42,0.39,0.21,1260
44.55,15.67,12.99,8.68,2.24,5.2,1.19,8.23,0.38,0.23,0.63,1240
28.53,12.59,24.24,18.11,8.61,0.16,0.63,5.86,0.7,0.11,0.14,1210
29.24,10.69,16.87,23.93,10.39,0.77,0.81,5.7,0.55,0.19,0.15,1270
28.05,12.74,24.42,18.85,8.72,0.17,0.64,4.97,0.7,0.12,0.15,1230
29.76,22.03,11.6,10.78,4.96,1.46,1.21,15.93,0.99,0.22,0.54,1280
47.86,25.12,11.94,3.63,2.32,2.06,2.14,2.28,1.59,0.77,2.2,1260
43.73,16.63,11.41,7.13,3.98,3.51,1.1,11.19,0.53,0.27,0.88,1240
29.37,12.41,24.55,18.74,7.79,0.18,0.58,5.24,0.66,0.13,0.14,1220
50.82,19.61,7.98,5.75,0.87,2.15,0.48,9.43,0.93,0.26,0.86,1260
45.58,24.39,10.97,4.9,4.38,1.02,2.09,4.46,1.04,0.45,0.68,1260
30.12,10.63,17.31,22.93,10.44,0.28,0.91,5.72,0.58,0.19,0.16,1250
41.89,15.31,10.59,7.98,2.43,4.31,1.03,14.8,0.78,0.27,0.72,1240
47.45,24.87,12.32,4.12,2.47,1.88,2.36,2.19,1.24,0.82,2.34,1250
28.66,12.36,23.54,18.34,9.52,0.17,0.72,5.16,0.75,0.13,0.14,1210
44.76,22.96,10.69,6.89,4.53,1.03,1.76,5.12,0.98,0.49,0.62,1250
28.46,12.1,23.75,18.06,9.81,0.2,0.7,5.56,0.74,0.14,0.14,1230
29.21,10.51,19.07,22.78,10.2,0.25,0.9,5.47,0.55,0.18,0.15,1250
29.21,10.51,19.07,22.78,10.2,0.25,0.9,5.47,0.55,0.18,0.15,1250
40.58,16.77,11.62,11,3.5,1.45,1.17,12.15,0.8,0.25,0.81,1230
27.52,12.1,18.43,24.79,9.51,0.31,0.78,4.93,0.57,0.18,0.14,1270
40.58,16.35,12.25,10.15,3.35,2.3,1.17,12.1,0.78,0.25,0.63,1210
47.73,21.08,10.82,5.62,3.37,1.51,1.55,6.96,0.88,0.23,1.07,1310
27.47,11.89,18.19,24.38,10,0.35,0.79,5.02,0.62,0.18,0.15,1280
48.18,26.1,13.51,3.32,1.31,0.95,0.95,1.98,1.23,0.65,0.62,1270
36.87,21.01,16.9,7.32,4.63,0.92,1.03,8.68,0.74,0.33,0.61,1280
32.46,12.86,17.2,19.8,9.22,0.3,0.8,5.56,0.58,0.17,0.13,1240
28.87,12.41,24.17,18.37,8.54,0.16,0.81,4.97,0.86,0.13,0.14,1220
49.77,20.66,9.7,3.83,2.26,1.48,1.84,8.55,0.8,0.23,0.84,1310
44.09,19.74,12.29,5.37,4.34,1.41,1.73,9.49,0.77,0.32,1.2,1250
28.53,9.85,18.86,23.63,10.12,0.49,0.93,5.81,0.59,0.18,0.14,1270
49.89,29.1,5.64,8.01,2.03,0.8,0.57,1.83,0.91,0.44,0.25,1410
47.45,23.79,12.24,4.61,2.77,1.77,2.36,2.53,1.42,0.64,2.16,1250
31.24,10.62,18.76,20.58,9.78,0.38,0.86,5.88,0.58,0.19,0.14,1260
28.13,11.51,17.4,22.64,10,0.33,0.9,7.19,0.6,0.19,0.14,1260
28.45,11.24,16.25,24.58,10.1,0.23,0.94,6.89,0.58,0.17,0.14,1270
45.34,19.81,13.09,5.72,3.66,1.49,1.49,6.73,0.82,0.31,1.16,1260
52.11,20.47,9.11,4.04,2.64,1.47,1.81,6.46,0.87,0.33,1.18,1260
31,13.72,18.74,19.13,8.82,0.39,0.84,5.84,0.55,0.18,0.13,1240
28.19,13.08,17.05,22.41,10.37,0.41,0.92,6.18,0.63,0.18,0.15,1270
51.39,21.67,9.24,3.37,2.63,1.47,1.19,6.61,0.85,6.61,0.98,1250
30.36,12.41,24.18,16.97,7.94,0.17,0.56,5.47,0.61,0.13,0.14,1220
51.87,22.43,9.31,3.09,2.47,1.47,1.76,5.03,0.93,0.31,1.23,1250
28.2,11.6,19.14,23.25,10.09,0.25,0.79,5.35,0.6,0.18,0.13,1270
28.14,11.76,18.66,22.31,10.38,0.26,0.79,5.94,0.68,0.19,0.13,1270
48.64,25.22,11.31,5.6,2.15,1.52,2.37,1.3,0.8,0.75,2.29,1290
29.3,11.15,16.47,22.75,11.34,0.37,0.91,6.05,0.55,0.19,0.13,1260
39.93,22,15.24,7.84,2.65,0.64,0.57,8.97,0.48,0.4,0.73,1260
28.27,10.64,18.21,23.46,10.49,0.42,0.89,5.94,0.62,0.19,0.15,1280
28.88,11.64,17.86,23.56,9.09,0.63,0.94,5.99,0.53,0.17,0.13,1260
27.51,11.24,16.75,23.39,11.75,0.44,0.86,6.19,0.61,0.17,0.13,1270
28.61,10.46,17.13,22.83,12.12,0.72,0.85,6.03,0.6,0.18,0.15,1250
29.82,22.44,27.8,4.6,3.43,0.64,1.12,7.96,0.88,0.38,0.55,1270
39.44,24.89,16.71,7.58,2.17,0.74,1.05,5.18,0.89,0.42,1.06,1270
27.1,10.74,16.96,24.45,12.91,0.37,0.85,5.15,0.58,0.17,0.13,1270
27.6,10.74,16.52,24.85,12.44,0.4,0.85,5.09,0.58,0.18,0.12,1260
28.31,10.83,17.2,23.11,11.71,0.36,0.83,5.95,0.59,0.17,0.13,1260
47.15,21.19,10.37,4.78,3.16,1.52,2.02,7.42,0.77,0.39,0.92,1280
28.17,10.53,16.94,23.15,12.42,0.53,0.74,5.88,0.6,0.18,0.12,1280
26.43,11.81,16.88,24.61,10.97,0.29,0.83,6.41,0.55,0.17,0.13,1270
25.97,10.3,18.13,24.49,12.88,0.58,0.74,5.58,0.61,0.18,0.12,1290
39.22,22.95,17.21,5.66,2.84,0.87,2.16,6.64,0.98,0.39,0.55,1300
28.31,10.83,17.2,23.11,11.71,0.36,0.83,5.95,0.59,0.17,0.13,1260
46.25,22.3,12.2,4.48,3.45,1.88,2.2,5.91,0.8,0.32,1.03,1250
45.1,21.49,9.31,7.8,3.21,1.49,1.8,7.3,0.82,0.35,0.99,1280
27.4,11.06,15.95,23.8,11.41,0.38,0.81,7.95,0.57,0.19,0.14,1260
50.75,22.18,10.62,4.11,2.77,1.81,0.94,5.21,0.83,0.34,1.18,1310
25.44,11.69,16.59,23.41,12.38,0.39,0.85,7.61,0.6,0.18,0.14,1280
48.22,22.41,11.15,4.26,2.74,1.44,1.32,5.89,0.85,0.33,1.14,1270
37.47,23.63,17.18,7.54,2.24,0.67,0.58,8.25,0.49,0.4,0.98,1260
25.2,12.16,16.41,25.22,12.21,0.31,0.9,5.77,0.6,0.16,0.14,1300
47.92,19.76,10.27,5.11,3.03,1.94,1.37,8.39,0.78,0.31,1.01,1250
40.12,23.95,15.77,7.24,3.04,0.72,1.22,5.82,0.78,0.46,0.78,1270
23.47,10.93,16.88,26.18,14.17,0.39,0.85,5.55,0.58,0.17,0.13,1290
23.47,11.12,17.34,25.43,15.04,0.46,0.86,4.64,0.57,0.19,0.14,1270
38.92,23.06,12.62,7.57,4.57,0.83,1.07,8.52,1.17,0.11,0.73,1300
49.88,20.24,10.51,4.85,3.26,1.88,1.62,6.23,0.79,0.32,1.07,1250
22.65,10.9,16.41,26.31,16.21,0.32,0.98,4.27,0.64,0.17,0.12,1290
23.59,10.7,16.02,26.7,14.82,0.35,0.95,5.41,0.62,0.18,0.12,1280
39.62,20.75,15.01,7.9,4.07,0.64,0.57,8.8,0.44,0.4,0.9,1260
48.15,25.31,13.19,4.69,2.24,1.29,2.23,0.95,1.05,0.53,2.29,1270
21.97,12.57,16.71,25.31,15.41,0.49,0.92,4.67,0.6,0.17,0.12,1290
26.25,10.72,14.82,24.55,14.77,0.35,0.77,6.3,0.48,0.17,0.13,1280
23.71,10.98,16.8,25.59,13.09,0.3,0.86,6.75,0.59,0.19,0.13,1280
24.78,11.55,16.78,25.76,11.42,0.44,0.93,6.43,0.58,0.16,0.13,1290
23.76,11.44,19.1,24.54,12.43,0.36,0.83,5.53,0.63,0.22,0.15,1280
23.48,11.64,18.57,24.81,13.18,0.38,0.89,4.99,0.6,0.2,0.14,1290
37.54,17.99,19.45,7.35,2.87,0.96,1.14,10.34,0.99,0.44,0.56,1300
22.86,10.56,17.48,25.7,13.45,0.29,0.78,7.04,0.6,0.21,0.15,1290
23.72,11.7,17.59,23.96,13.65,0.34,0.87,6.13,0.64,0.19,0.14,1270
30.45,18.87,13.32,11.71,5.24,1.75,1.38,15.7,0.82,0.29,1.14,1260
23.55,11.21,16.74,24.93,14.23,0.3,0.77,6.45,0.64,0.18,0.14,1280
46.34,20.9,11.48,5.02,3.27,2.14,1.13,7.3,0.8,0.35,1.07,1280
40.15,26.92,10.67,7.84,2.87,0.82,0.5,8.88,0.45,0.39,0.54,1310
